Title,IF,Q,Publisher,Category,5IF,TITLE Short,Type,Issn_1,Issn_2,None,Country,Region,Coverage,Categories,Areas
Parasite,2.3,Q2,EDP Sciences,PARASITOLOGY,2.6,PARASITE,journal,1252607X,17761042,16/45,France,Western Europe,1994-2023,Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Insect Science (Q1); Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2),Agricultural and Biological Sciences; Immunology and Microbiology; Medicine; Veterinary
Journal of NeuroVirology,2.3,Q3,Taylor and Francis Ltd.,VIROLOGY,2.2,J NEUROVIROL,journal,15382443,13550284,28/41,United Kingdom,Western Europe,1995-2023,Neurology (clinical) (Q2); Virology (Q2); Neurology (Q3); Cellular and Molecular Neuroscience (Q4),Immunology and Microbiology; Medicine; Neuroscience
International Journal of Rheumatology,2.3,Q2,Hindawi Publishing Corporation,RHEUMATOLOGY,2.1,INT J RHEUMATOL,journal,16879260,16879279,28/57,United States,Northern America,2010-2022,Immunology (Q3); Rheumatology (Q3),Immunology and Microbiology; Medicine
International Microbiology,2.3,Q3,Sociedad Espanola de Microbiologia,MICROBIOLOGY,2.9,INT MICROBIOL,journal,16181905,11396709,109/161,Spain,Western Europe,1998-2023,Microbiology (medical) (Q2); Microbiology (Q3),Immunology and Microbiology; Medicine
Asian Pacific Journal of Allergy and Immunology,2.3,Q3,The Allergy and Immunology Society of Thailand,IMMUNOLOGY,2.5,ASIAN PAC J ALLERGY,journal,22288694,0125877X,135/181,Thailand,Asiatic Region,1983-2023,Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3),Immunology and Microbiology; Medicine
Microbial Drug Resistance,2.3,Q3,Mary Ann Liebert Inc.,PHARMACOLOGY & PHARMACY,3.5,MICROB DRUG RESIST,journal,10766294,19318448,199/354,United States,Northern America,1995-2023,Medicine (miscellaneous) (Q2); Pharmacology (Q2); Immunology (Q3); Microbiology (Q3); Microbiology (medical) (Q3),"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Current Microbiology,2.3,Q3,Springer Nature,MICROBIOLOGY,2.4,CURR MICROBIOL,journal,3438651,14320991,109/161,United States,Northern America,1978-2023,Applied Microbiology and Biotechnology (Q2); Medicine (miscellaneous) (Q2); Microbiology (Q3),Immunology and Microbiology; Medicine
Canadian Journal of Diabetes,2.3,Q3,Elsevier ,ENDOCRINOLOGY & METABOLISM,3.1,CAN J DIABETES,journal,23523840,14992671,125/186,Netherlands,Western Europe,2002-2023,"Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2); Medicine (miscellaneous) (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Insect Physiology,2.3,Q3,Elsevier ,PHYSIOLOGY,2.3,J INSECT PHYSIOL,journal,221910,18791611,44/85,United Kingdom,Western Europe,1957-2023,Insect Science (Q1); Physiology (Q2),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Mutation Research - Genetic Toxicology and Environmental Mutagenesis,2.3,Q3,Elsevier ,TOXICOLOGY,2.5,MUTAT RES-GEN TOX EN,journal,18793592,13835718,71/106,Netherlands,Western Europe,1997-2023,"Health, Toxicology and Mutagenesis (Q2); Genetics (Q3)","Biochemistry, Genetics and Molecular Biology; Environmental Science"
Acta Histochemica,2.3,Q4,Elsevier ,CELL BIOLOGY,2.3,ACTA HISTOCHEM,journal,651281,16180372,162/205,Germany,Western Europe,1954-2023,Medicine (miscellaneous) (Q2); Cell Biology (Q3); Histology (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Bioscience and Bioengineering,2.3,Q3,Elsevier ,FOOD SCIENCE & TECHNOLOGY,2.6,J BIOSCI BIOENG,journal,13474421,13891723,99/173,Netherlands,Western Europe,"1990-1991, 1993-1994, 1999-2023",Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Bioengineering (Q3),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
Journal of Analytical Toxicology,2.3,Q3,Preston Publications,TOXICOLOGY,2.3,J ANAL TOXICOL,journal,19452403,1464760,71/106,United States,Northern America,1977-2023,"Analytical Chemistry (Q1); Chemical Health and Safety (Q1); Environmental Chemistry (Q2); Health, Toxicology and Mutagenesis (Q2); Toxicology (Q2)","Chemical Engineering; Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
Journal of managed care &amp; specialty pharmacy,2.3,Q3,Academy of Managed Care Pharmacy (AMCP),PHARMACOLOGY & PHARMACY,2.3,J MANAG CARE SPEC PH,journal,23761032,23760540,199/354,United States,Northern America,2014-2023,Pharmaceutical Science (Q1); Pharmacy (Q1); Health Policy (Q2),"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Toxicology and Environmental Health - Part A: Current Issues,2.3,Q3,Taylor and Francis Ltd.,TOXICOLOGY,2.6,J TOXICOL ENV HEAL A,journal,10872620,15287394,71/106,United Kingdom,Western Europe,1996-2023,"Health, Toxicology and Mutagenesis (Q2); Toxicology (Q3)","Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment",2.3,Q3,Taylor and Francis Ltd.,TOXICOLOGY,2.9,FOOD ADDIT CONTAM A,journal,19440057,19440049,71/106,United Kingdom,Western Europe,2008-2023,"Chemistry (miscellaneous) (Q2); Food Science (Q2); Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3); Medicine (miscellaneous) (Q3); Toxicology (Q3)","Agricultural and Biological Sciences; Chemistry; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Dose-Response,2.3,Q2,International Dose-Response Society,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2.5,DOSE-RESPONSE,journal,15593258,,85/204,United States,Northern America,2008-2023,"Public Health, Environmental and Occupational Health (Q2); Chemical Health and Safety (Q3); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)","Chemical Engineering; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Scientia Pharmaceutica,2.3,Q3,Multidisciplinary Digital Publishing Institute (MDPI),PHARMACOLOGY & PHARMACY,2.9,SCI PHARM,journal,22180532,368709,199/354,Switzerland,Western Europe,"1949, 1960-1961, 1973-2023",Pharmaceutical Science (Q2),"Pharmacology, Toxicology and Pharmaceutics"
Cellular Microbiology,2.6,Q3,Wiley,MICROBIOLOGY,3.4,CELL MICROBIOL,journal,14625814,14625822,92/161,United Kingdom,Western Europe,1999-2023,Microbiology (Q1); Immunology (Q2); Virology (Q2),Immunology and Microbiology
Tropical Medicine and International Health,2.6,Q2,Wiley,TROPICAL MEDICINE,2.8,TROP MED INT HEALTH,journal,13602276,13653156,28-08-2024 00:00,United Kingdom,Western Europe,1996-2023,"Parasitology (Q1); Infectious Diseases (Q2); Public Health, Environmental and Occupational Health (Q2)",Immunology and Microbiology; Medicine
Diagnosis,2.2,Q2,Walter de Gruyter GmbH,"MEDICINE, GENERAL & INTERNAL",2.8,DIAGNOSIS,journal,21948011,2194802X,92/325,Germany,Western Europe,2014-2023,"Biochemistry (medical) (Q1); Clinical Biochemistry (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine"
Cancer Causes and Control,2.2,Q2,Springer Nature,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2.5,CANCER CAUSE CONTROL,journal,15737225,9575243,189/403,Netherlands,Western Europe,1990-2023,Cancer Research (Q2); Oncology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Developmental Biology,2.2,Q3,Multidisciplinary Digital Publishing Institute (MDPI),DEVELOPMENTAL BIOLOGY,2.6,J DEV BIOL,journal,22213759,,20/39,Switzerland,Western Europe,2013-2023,Developmental Biology (Q2); Molecular Biology (Q2); Cell Biology (Q3),"Biochemistry, Genetics and Molecular Biology"
American Journal of Physiology - Regulatory Integrative and Comparative Physiology,2.2,Q3,American Physiological Society,PHYSIOLOGY,2.8,AM J PHYSIOL-REG I,journal,15221490,3636119,49/85,United States,Northern America,1977-2023,Physiology (Q2); Physiology (medical) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Best Practice and Research in Clinical Haematology,2.2,Q3,,HEMATOLOGY,2.3,BEST PRACT RES CL HA,journal,15321924,15216926,53/97,United Kingdom,Western Europe,1999-2023,Clinical Biochemistry (Q2); Oncology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Chronobiology International,2.2,Q3,Informa Healthcare,PHYSIOLOGY,3.1,CHRONOBIOL INT,journal,15256073,7420528,49/85,United Kingdom,Western Europe,1984-2023,Physiology (Q2); Physiology (medical) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Leukemia and Lymphoma,2.2,Q3,Informa Healthcare,ONCOLOGY,2.5,LEUKEMIA LYMPHOMA,journal,10292403,10428194,209/322,United Kingdom,Western Europe,1989-2023,Hematology (Q2); Oncology (Q2); Cancer Research (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Viral Hepatitis,2.5,Q3,Wiley,VIROLOGY,2.7,J VIRAL HEPATITIS,journal,13520504,13652893,25/41,United Kingdom,Western Europe,1994-2023,Infectious Diseases (Q1); Hepatology (Q2); Virology (Q2),Immunology and Microbiology; Medicine
Journal of Chemical Ecology,2.2,Q2,Springer Nature,ECOLOGY,2.7,J CHEM ECOL,journal,15731561,980331,92/195,United States,Northern America,1975-2023,"Biochemistry (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Medicine (miscellaneous) (Q2)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
Journal of Breast Cancer,2.2,Q3,Korean Breast Cancer Society,ONCOLOGY,2.2,J BREAST CANCER,journal,17386756,,209/322,South Korea,Asiatic Region,2008-2023,Cancer Research (Q3); Oncology (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
European Cytokine Network,2.2,Q4,John Libbey Eurotext,IMMUNOLOGY,2.7,EUR CYTOKINE NETW,journal,11485493,19524005,137/181,France,Western Europe,1990-2023,Clinical Biochemistry (Q2); Immunology (Q3); Immunology and Allergy (Q3),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Clinical and Experimental Nephrology,2.2,Q2,Springer Nature,UROLOGY & NEPHROLOGY,2.2,CLIN EXP NEPHROL,journal,14377799,13421751,54/126,Japan,Asiatic Region,1999-2023,Nephrology (Q2); Physiology (Q3); Physiology (medical) (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
Transfusion,2.5,Q2,Wiley,HEMATOLOGY,2.6,TRANSFUSION,journal,411132,15372995,41/97,United Kingdom,Western Europe,1958-2023,Hematology (Q1); Immunology (Q2); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine
NeuroImmunoModulation,2.2,Q3,S. Karger AG,NEUROSCIENCES,2.3,NEUROIMMUNOMODULAT,journal,14230216,10217401,212/310,Switzerland,Western Europe,"1994-2002, 2004-2023",Endocrine and Autonomic Systems (Q3); Endocrinology (Q3); Immunology (Q3); Neurology (Q3),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
Rejuvenation Research,2.2,Q3,Mary Ann Liebert Inc.,GERIATRICS & GERONTOLOGY,3.6,REJUV RES,journal,15491684,,48/74,United States,Northern America,"2000-2001, 2004-2023",Geriatrics and Gerontology (Q3); Aging (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Cancer Biomarkers,2.2,Q3,IOS Press BV,ONCOLOGY,2.3,CANCER BIOMARK,journal,15740153,18758592,209/322,Netherlands,Western Europe,2005-2023,Medicine (miscellaneous) (Q2); Cancer Research (Q3); Genetics (Q3); Oncology (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
American Journal of Reproductive Immunology,2.5,Q3,Wiley,REPRODUCTIVE BIOLOGY,3.2,AM J REPROD IMMUNOL,journal,16000897,10467408,20/39,United Kingdom,Western Europe,"1980-1984, 1989-2023",Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2),Immunology and Microbiology; Medicine
OMICS A Journal of Integrative Biology,2.2,Q3,Mary Ann Liebert Inc.,GENETICS & HEREDITY,3.3,OMICS,journal,15362310,15578100,114/191,United States,Northern America,2002-2023,Biotechnology (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Genetics (Q3); Molecular Biology (Q3); Molecular Medicine (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
BioTechniques,2.2,Q4,Taylor and Francis Ltd.,BIOCHEMISTRY & MOLECULAR BIOLOGY,2.5,BIOTECHNIQUES,journal,19409818,7366205,237/313,United Kingdom,Western Europe,1984-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Biotechnology (Q2)","Biochemistry, Genetics and Molecular Biology"
"Genes, Brain and Behavior",2.4,Q3,Wiley,NEUROSCIENCES,2.9,GENES BRAIN BEHAV,journal,1601183X,16011848,195/310,United Kingdom,Western Europe,2002-2023,Behavioral Neuroscience (Q1); Genetics (Q2); Neurology (Q2),"Biochemistry, Genetics and Molecular Biology; Neuroscience"
BioImpacts,2.2,Q3,Tabriz University of Medical Sciences,PHARMACOLOGY & PHARMACY,2.9,BIOIMPACTS,journal,22285652,22285660,204/354,Iran,Middle East,2011-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Pharmaceutical Science (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
Journal of Biomedical Research,2.2,Q3,Nanjing Medical University,"MEDICINE, RESEARCH & EXPERIMENTAL",2.2,J BIOMED RES,journal,23524685,16748301,113/189,China,Asiatic Region,2010-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)","Biochemistry, Genetics and Molecular Biology; Medicine"
European Biophysics Journal,2.2,Q3,Springer Nature,BIOPHYSICS,1.8,EUR BIOPHYS J BIOPHY,journal,14321017,1757571,51/77,Germany,Western Europe,1984-2023,Biophysics (Q2); Medicine (miscellaneous) (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine"
Current Molecular Medicine,2.2,Q3,Bentham Science Publishers B.V.,"MEDICINE, RESEARCH & EXPERIMENTAL",2.1,CURR MOL MED,journal,15665240,18755666,113/189,Netherlands,Western Europe,2001-2023,Medicine (miscellaneous) (Q2); Biochemistry (Q3); Molecular Biology (Q3); Molecular Medicine (Q3),"Biochemistry, Genetics and Molecular Biology; Medicine"
Anemia,2.2,Q3,Hindawi Limited,HEMATOLOGY,2.7,ANEMIA,journal,20901267,20901275,53/97,Egypt,Africa/Middle East,2010-2023,Hematology (Q3); Cell Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Medicine"
Molecular Imaging,2.2,Q2,SAGE Publications Inc.,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2.7,MOL IMAGING,journal,15353508,15360121,91/204,United States,Northern America,2002-2023,"Biotechnology (Q2); Condensed Matter Physics (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Biomedical Engineering (Q3); Molecular Medicine (Q3)","Biochemistry, Genetics and Molecular Biology; Engineering; Medicine; Physics and Astronomy"
FEMS Microbiology Letters,2.2,Q3,Oxford University Press,MICROBIOLOGY,2.6,FEMS MICROBIOL LETT,journal,15746968,3781097,114/161,United Kingdom,Western Europe,1977-2023,Genetics (Q3); Microbiology (Q3); Molecular Biology (Q3),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Current Pharmaceutical Biotechnology,2.2,Q3,Bentham Science Publishers B.V.,PHARMACOLOGY & PHARMACY,2.4,CURR PHARM BIOTECHNO,journal,13892010,18734316,204/354,Netherlands,Western Europe,2000-2023,Pharmaceutical Science (Q2); Biotechnology (Q3),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
Regenerative Engineering and Translational Medicine,2.2,Q3,Springer Nature,"ENGINEERING, BIOMEDICAL",2.4,REGEN ENG TRANSL MED,journal,23644133,23644141,82/122,Switzerland,Western Europe,2015-2023,Biomaterials (Q3); Biomedical Engineering (Q3); Medicine (miscellaneous) (Q3); Cell Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science; Medicine"
Experimental Animals,2.2,Q1,International Press Editing Centre Incorporation,ZOOLOGY,2.1,EXP ANIM TOKYO,journal,13411357,,20/180,Japan,Asiatic Region,"1974-1980, 1995-2023","Animal Science and Zoology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Veterinary"
Journal of the International Association of Providers of AIDS Care,2.2,Q3,SAGE Publications Inc.,INFECTIOUS DISEASES,,J INT ASSOC PRO AIDS,journal,23259582,23259574,83/132,United States,Northern America,"2011, 2013-2023",Dermatology (Q1); Infectious Diseases (Q2); Immunology (Q3),Immunology and Microbiology; Medicine
Scandinavian Journal of Rheumatology,2.2,Q3,Informa Healthcare,RHEUMATOLOGY,2.4,SCAND J RHEUMATOL,journal,15027732,3009742,29/57,United Kingdom,Western Europe,"1959-1962, 1964, 1972-2023",Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Rheumatology (Q3),Immunology and Microbiology; Medicine
Aerobiologia,2.2,Q3,Springer Nature,ENVIRONMENTAL SCIENCES,2.3,AEROBIOLOGIA,journal,3935965,15733025,239/358,Netherlands,Western Europe,1985-2023,Plant Science (Q2); Immunology (Q3); Immunology and Allergy (Q3),Agricultural and Biological Sciences; Immunology and Microbiology; Medicine
Geomicrobiology Journal,2.2,Q2,Taylor and Francis Ltd.,"GEOSCIENCES, MULTIDISCIPLINARY",2.4,GEOMICROBIOL J,journal,1490451,15210529,120/253,United Kingdom,Western Europe,"1978-1981, 1983-2023",Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3); Microbiology (Q3),Earth and Planetary Sciences; Environmental Science; Immunology and Microbiology
Clinical Trials,2.2,Q3,SAGE Publications Ltd,"MEDICINE, RESEARCH & EXPERIMENTAL",2.6,CLIN TRIALS,journal,17407753,17407745,113/189,United Kingdom,Western Europe,2004-2023,Medicine (miscellaneous) (Q1); Pharmacology (Q1),"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Gait and Posture,2.2,Q2,Elsevier ,SPORT SCIENCES,2.7,GAIT POSTURE,journal,18792219,9666362,45/127,Netherlands,Western Europe,1993-2023,Rehabilitation (Q1); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3),"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
Differentiation,2.2,Q3,Elsevier ,DEVELOPMENTAL BIOLOGY,2.7,DIFFERENTIATION,journal,14320436,3014681,20/39,Netherlands,Western Europe,1973-2023,Cancer Research (Q3); Cell Biology (Q3); Developmental Biology (Q3); Molecular Biology (Q3),"Biochemistry, Genetics and Molecular Biology"
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,2.2,Q3,Elsevier ,GENETICS & HEREDITY,2.5,COMP BIOCHEM PHYS D,journal,1744117X,18780407,114/191,United States,Northern America,2006-2023,Animal Science and Zoology (Q1); Aquatic Science (Q2); Biochemistry (Q3); Genetics (Q3); Molecular Biology (Q3); Physiology (Q3),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Animal Reproduction Science,2.2,Q1,Elsevier ,VETERINARY SCIENCES,2.1,ANIM REPROD SCI,journal,3784320,18732232,32/167,Netherlands,Western Europe,"1936, 1978-2023",Animal Science and Zoology (Q1); Food Animals (Q2); Medicine (miscellaneous) (Q2); Endocrinology (Q3),"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Veterinary"
